체결시간,현재가,거래량,시가,고가,저가
20221222143559,89700,1,89700,89700,89700
20221222143552,89600,1,89600,89600,89600
20221222143549,89700,3,89700,89700,89700
20221222143539,89700,4,89700,89700,89700
20221222143539,89700,1,89700,89700,89700
20221222143538,89700,1,89700,89700,89700
20221222143535,89700,3,89700,89700,89700
20221222143530,89700,7,89700,89700,89700
20221222143529,89700,21,89700,89700,89700
20221222143529,89600,5,89600,89600,89600
20221222143529,89600,4,89600,89600,89600
20221222143524,89700,3,89700,89700,89700
20221222143518,89700,9,89700,89700,89700
20221222143518,89600,3,89600,89600,89600
20221222143513,89700,8,89700,89700,89700
20221222143513,89700,9,89700,89700,89700
20221222143513,89700,8,89700,89700,89700
20221222143513,89700,8,89700,89700,89700
20221222143513,89700,8,89700,89700,89700
20221222143513,89600,1,89600,89600,89600
20221222143512,89700,3,89700,89700,89700
20221222143507,89700,1,89700,89700,89700
20221222143505,89700,11,89700,89700,89700
20221222143459,89700,3,89700,89700,89700
20221222143453,89600,16,89600,89600,89600
20221222143450,89700,1,89700,89700,89700
20221222143447,89700,3,89700,89700,89700
20221222143444,89700,1,89700,89700,89700
20221222143444,89700,1,89700,89700,89700
20221222143436,89700,3,89700,89700,89700
20221222143435,89600,1,89600,89600,89600
20221222143427,89600,1,89600,89600,89600
20221222143426,89700,3,89700,89700,89700
20221222143413,89600,1,89600,89600,89600
20221222143412,89700,3,89700,89700,89700
20221222143412,89600,2,89600,89600,89600
20221222143410,89600,3,89600,89600,89600
20221222143406,89700,20,89700,89700,89700
20221222143402,89700,1,89700,89700,89700
20221222143401,89700,3,89700,89700,89700
20221222143356,89600,1,89600,89600,89600
20221222143355,89700,1,89700,89700,89700
20221222143344,89700,3,89700,89700,89700
20221222143344,89600,1,89600,89600,89600
20221222143334,89700,3,89700,89700,89700
20221222143330,89700,4,89700,89700,89700
20221222143330,89700,4,89700,89700,89700
20221222143327,89700,2,89700,89700,89700
20221222143318,89700,3,89700,89700,89700
20221222143317,89600,1,89600,89600,89600
20221222143307,89700,3,89700,89700,89700
20221222143302,89600,4,89600,89600,89600
20221222143257,89700,3,89700,89700,89700
20221222143257,89700,4,89700,89700,89700
20221222143246,89700,3,89700,89700,89700
20221222143243,89700,21,89700,89700,89700
20221222143239,89600,1,89600,89600,89600
20221222143234,89700,3,89700,89700,89700
20221222143228,89700,3,89700,89700,89700
20221222143223,89700,3,89700,89700,89700
20221222143221,89700,1,89700,89700,89700
20221222143207,89700,3,89700,89700,89700
20221222143203,89600,5,89600,89600,89600
20221222143203,89600,5,89600,89600,89600
20221222143200,89600,1,89600,89600,89600
20221222143154,89700,3,89700,89700,89700
20221222143153,89600,3,89600,89600,89600
20221222143143,89700,3,89700,89700,89700
20221222143135,89600,3,89600,89600,89600
20221222143131,89700,1,89700,89700,89700
20221222143130,89700,3,89700,89700,89700
20221222143124,89700,1,89700,89700,89700
20221222143122,89600,1,89600,89600,89600
20221222143121,89700,3,89700,89700,89700
20221222143120,89700,21,89700,89700,89700
20221222143115,89700,10,89700,89700,89700
20221222143113,89700,1,89700,89700,89700
20221222143113,89700,1,89700,89700,89700
20221222143106,89700,11,89700,89700,89700
20221222143106,89700,1,89700,89700,89700
20221222143106,89700,3,89700,89700,89700
20221222143102,89700,1,89700,89700,89700
20221222143053,89700,3,89700,89700,89700
20221222143045,89600,3,89600,89600,89600
20221222143043,89600,2,89600,89600,89600
20221222143043,89600,1,89600,89600,89600
20221222143040,89700,5,89700,89700,89700
20221222143038,89700,4,89700,89700,89700
20221222143031,89700,2,89700,89700,89700
20221222143027,89700,3,89700,89700,89700
20221222143015,89700,4,89700,89700,89700
20221222143011,89700,1,89700,89700,89700
20221222143009,89700,3,89700,89700,89700
20221222143005,89600,1,89600,89600,89600
20221222143005,89600,1,89600,89600,89600
20221222142957,89700,3,89700,89700,89700
20221222142957,89700,20,89700,89700,89700
20221222142947,89700,3,89700,89700,89700
20221222142945,89600,5,89600,89600,89600
20221222142945,89600,5,89600,89600,89600
20221222142937,89600,3,89600,89600,89600
20221222142935,89700,3,89700,89700,89700
20221222142930,89600,5,89600,89600,89600
20221222142930,89600,2,89600,89600,89600
20221222142930,89600,6,89600,89600,89600
20221222142926,89600,1,89600,89600,89600
20221222142924,89700,3,89700,89700,89700
20221222142921,89600,1,89600,89600,89600
20221222142909,89700,4,89700,89700,89700
20221222142900,89700,1,89700,89700,89700
20221222142859,89600,80,89600,89600,89600
20221222142854,89700,3,89700,89700,89700
20221222142853,89600,5,89600,89600,89600
20221222142848,89600,1,89600,89600,89600
20221222142846,89700,3,89700,89700,89700
20221222142844,89700,3,89700,89700,89700
20221222142842,89700,1,89700,89700,89700
20221222142839,89600,4,89600,89600,89600
20221222142839,89600,4,89600,89600,89600
20221222142839,89600,5,89600,89600,89600
20221222142839,89600,5,89600,89600,89600
20221222142837,89600,4,89600,89600,89600
20221222142837,89600,5,89600,89600,89600
20221222142836,89600,1,89600,89600,89600
20221222142834,89700,21,89700,89700,89700
20221222142834,89700,3,89700,89700,89700
20221222142829,89600,3,89600,89600,89600
20221222142820,89700,1,89700,89700,89700
20221222142818,89700,3,89700,89700,89700
20221222142809,89600,1,89600,89600,89600
20221222142805,89700,3,89700,89700,89700
20221222142754,89700,3,89700,89700,89700
20221222142750,89700,4,89700,89700,89700
20221222142741,89700,1,89700,89700,89700
20221222142741,89600,1,89600,89600,89600
20221222142741,89700,3,89700,89700,89700
20221222142741,89700,1,89700,89700,89700
20221222142735,89700,2,89700,89700,89700
20221222142733,89700,4,89700,89700,89700
20221222142730,89700,3,89700,89700,89700
20221222142730,89600,1,89600,89600,89600
20221222142725,89700,1,89700,89700,89700
20221222142720,89700,1,89700,89700,89700
20221222142720,89600,3,89600,89600,89600
20221222142714,89700,3,89700,89700,89700
20221222142711,89700,21,89700,89700,89700
20221222142704,89700,3,89700,89700,89700
20221222142700,89700,8,89700,89700,89700
20221222142658,89600,5,89600,89600,89600
20221222142658,89600,5,89600,89600,89600
20221222142652,89600,1,89600,89600,89600
20221222142650,89700,4,89700,89700,89700
20221222142647,89600,1,89600,89600,89600
20221222142633,89700,4,89700,89700,89700
20221222142628,89700,1,89700,89700,89700
20221222142627,89700,1,89700,89700,89700
20221222142617,89700,4,89700,89700,89700
20221222142613,89700,1,89700,89700,89700
20221222142613,89600,1,89600,89600,89600
20221222142612,89600,3,89600,89600,89600
20221222142559,89700,4,89700,89700,89700
20221222142553,89700,1,89700,89700,89700
20221222142552,89600,1,89600,89600,89600
20221222142550,89700,1,89700,89700,89700
20221222142548,89700,21,89700,89700,89700
20221222142539,89700,4,89700,89700,89700
20221222142535,89600,1,89600,89600,89600
20221222142532,89700,1,89700,89700,89700
20221222142529,89600,5,89600,89600,89600
20221222142517,89600,5,89600,89600,89600
20221222142517,89600,5,89600,89600,89600
20221222142511,89600,5,89600,89600,89600
20221222142511,89600,4,89600,89600,89600
20221222142510,89700,8,89700,89700,89700
20221222142506,89600,4,89600,89600,89600
20221222142504,89700,3,89700,89700,89700
20221222142504,89600,3,89600,89600,89600
20221222142502,89700,1,89700,89700,89700
20221222142459,89600,1,89600,89600,89600
20221222142458,89600,1,89600,89600,89600
20221222142458,89600,44,89600,89600,89600
20221222142458,89600,44,89600,89600,89600
20221222142458,89600,30,89600,89600,89600
20221222142458,89600,44,89600,89600,89600
20221222142458,89600,44,89600,89600,89600
20221222142458,89600,21,89600,89600,89600
20221222142458,89600,21,89600,89600,89600
20221222142458,89600,22,89600,89600,89600
20221222142458,89600,44,89600,89600,89600
20221222142458,89600,22,89600,89600,89600
20221222142458,89600,4,89600,89600,89600
20221222142456,89500,1,89500,89500,89500
20221222142451,89600,5,89600,89600,89600
